provincia,semana_id,anio_epi,semana,calendar_start_date,casos
GUAYAS,2018-W29,2018,29,2018-07-22,5.0
LOJA,2018-W29,2018,29,2018-07-22,1.0
LOS RIOS,2018-W29,2018,29,2018-07-22,1.0
MANABI,2018-W29,2018,29,2018-07-22,3.0
MORONA SANTIAGO,2018-W29,2018,29,2018-07-22,1.0
ORELLANA,2018-W29,2018,29,2018-07-22,1.0
PICHINCHA,2018-W29,2018,29,2018-07-22,1.0
SUCUMBIOS,2018-W29,2018,29,2018-07-22,1.0
EL ORO,2018-W30,2018,30,2018-07-29,1.0
ESMERALDAS,2018-W30,2018,30,2018-07-29,1.0
GUAYAS,2018-W30,2018,30,2018-07-29,1.0
LOJA,2018-W30,2018,30,2018-07-29,1.0
LOS RIOS,2018-W30,2018,30,2018-07-29,1.0
MANABI,2018-W30,2018,30,2018-07-29,3.0
MORONA SANTIAGO,2018-W30,2018,30,2018-07-29,1.0
NAPO,2018-W30,2018,30,2018-07-29,1.0
ORELLANA,2018-W30,2018,30,2018-07-29,1.0
PICHINCHA,2018-W30,2018,30,2018-07-29,2.0
SUCUMBIOS,2018-W30,2018,30,2018-07-29,1.0
ESMERALDAS,2018-W31,2018,31,2018-08-05,1.0
GUAYAS,2018-W31,2018,31,2018-08-05,3.0
LOJA,2018-W31,2018,31,2018-08-05,1.0
LOS RIOS,2018-W31,2018,31,2018-08-05,1.0
MANABI,2018-W31,2018,31,2018-08-05,3.0
NAPO,2018-W31,2018,31,2018-08-05,1.0
PASTAZA,2018-W31,2018,31,2018-08-05,1.0
PICHINCHA,2018-W31,2018,31,2018-08-05,1.0
SUCUMBIOS,2018-W31,2018,31,2018-08-05,1.0
AZUAY,2018-W32,2018,32,2018-08-12,1.0
CANAR,2018-W32,2018,32,2018-08-12,1.0
EL ORO,2018-W32,2018,32,2018-08-12,3.0
ESMERALDAS,2018-W32,2018,32,2018-08-12,1.0
GUAYAS,2018-W32,2018,32,2018-08-12,1.0
LOJA,2018-W32,2018,32,2018-08-12,1.0
MANABI,2018-W32,2018,32,2018-08-12,4.0
ORELLANA,2018-W32,2018,32,2018-08-12,1.0
PICHINCHA,2018-W32,2018,32,2018-08-12,1.0
BOLIVAR,2018-W33,2018,33,2018-08-19,1.0
ESMERALDAS,2018-W33,2018,33,2018-08-19,1.0
GUAYAS,2018-W33,2018,33,2018-08-19,1.0
LOJA,2018-W33,2018,33,2018-08-19,1.0
LOS RIOS,2018-W33,2018,33,2018-08-19,1.0
MANABI,2018-W33,2018,33,2018-08-19,3.0
MORONA SANTIAGO,2018-W33,2018,33,2018-08-19,1.0
ORELLANA,2018-W33,2018,33,2018-08-19,1.0
PICHINCHA,2018-W33,2018,33,2018-08-19,1.0
SUCUMBIOS,2018-W33,2018,33,2018-08-19,1.0
CANAR,2018-W34,2018,34,2018-08-26,1.0
EL ORO,2018-W34,2018,34,2018-08-26,3.0
GUAYAS,2018-W34,2018,34,2018-08-26,1.0
MANABI,2018-W34,2018,34,2018-08-26,3.0
NAPO,2018-W34,2018,34,2018-08-26,1.0
ORELLANA,2018-W34,2018,34,2018-08-26,4.0
SUCUMBIOS,2018-W34,2018,34,2018-08-26,1.0
ZAMORA CHINCHIPE,2018-W34,2018,34,2018-08-26,1.0
COTOPAXI,2018-W35,2018,35,2018-09-02,1.0
EL ORO,2018-W35,2018,35,2018-09-02,9.0
ESMERALDAS,2018-W35,2018,35,2018-09-02,1.0
GUAYAS,2018-W35,2018,35,2018-09-02,1.0
LOS RIOS,2018-W35,2018,35,2018-09-02,1.0
MANABI,2018-W35,2018,35,2018-09-02,3.0
MORONA SANTIAGO,2018-W35,2018,35,2018-09-02,1.0
NAPO,2018-W35,2018,35,2018-09-02,1.0
ORELLANA,2018-W35,2018,35,2018-09-02,1.0
PICHINCHA,2018-W35,2018,35,2018-09-02,1.0
GUAYAS,2018-W36,2018,36,2018-09-09,1.0
LOJA,2018-W36,2018,36,2018-09-09,1.0
MANABI,2018-W36,2018,36,2018-09-09,4.0
MORONA SANTIAGO,2018-W36,2018,36,2018-09-09,1.0
NAPO,2018-W36,2018,36,2018-09-09,1.0
ORELLANA,2018-W36,2018,36,2018-09-09,1.0
PICHINCHA,2018-W36,2018,36,2018-09-09,1.0
SUCUMBIOS,2018-W36,2018,36,2018-09-09,1.0
ZAMORA CHINCHIPE,2018-W36,2018,36,2018-09-09,1.0
CHIMBORAZO,2018-W37,2018,37,2018-09-16,1.0
ESMERALDAS,2018-W37,2018,37,2018-09-16,1.0
GUAYAS,2018-W37,2018,37,2018-09-16,1.0
LOJA,2018-W37,2018,37,2018-09-16,1.0
LOS RIOS,2018-W37,2018,37,2018-09-16,1.0
MANABI,2018-W37,2018,37,2018-09-16,1.0
NAPO,2018-W37,2018,37,2018-09-16,1.0
ORELLANA,2018-W37,2018,37,2018-09-16,3.0
EL ORO,2018-W38,2018,38,2018-09-23,1.0
GUAYAS,2018-W38,2018,38,2018-09-23,1.0
LOJA,2018-W38,2018,38,2018-09-23,1.0
LOS RIOS,2018-W38,2018,38,2018-09-23,1.0
MANABI,2018-W38,2018,38,2018-09-23,4.0
NAPO,2018-W38,2018,38,2018-09-23,1.0
ORELLANA,2018-W38,2018,38,2018-09-23,1.0
SUCUMBIOS,2018-W38,2018,38,2018-09-23,1.0
ZAMORA CHINCHIPE,2018-W38,2018,38,2018-09-23,1.0
EL ORO,2018-W39,2018,39,2018-09-30,1.0
ESMERALDAS,2018-W39,2018,39,2018-09-30,1.0
GUAYAS,2018-W39,2018,39,2018-09-30,4.0
LOS RIOS,2018-W39,2018,39,2018-09-30,1.0
MANABI,2018-W39,2018,39,2018-09-30,3.0
ORELLANA,2018-W39,2018,39,2018-09-30,1.0
PICHINCHA,2018-W39,2018,39,2018-09-30,1.0
SUCUMBIOS,2018-W39,2018,39,2018-09-30,1.0
AZUAY,2018-W40,2018,40,2018-10-07,1.0
EL ORO,2018-W40,2018,40,2018-10-07,1.0
GUAYAS,2018-W40,2018,40,2018-10-07,1.0
LOJA,2018-W40,2018,40,2018-10-07,1.0
LOS RIOS,2018-W40,2018,40,2018-10-07,1.0
MANABI,2018-W40,2018,40,2018-10-07,1.0
NAPO,2018-W40,2018,40,2018-10-07,1.0
ORELLANA,2018-W40,2018,40,2018-10-07,3.0
PICHINCHA,2018-W40,2018,40,2018-10-07,1.0
EL ORO,2018-W41,2018,41,2018-10-14,1.0
ESMERALDAS,2018-W41,2018,41,2018-10-14,1.0
GALAPAGOS,2018-W41,2018,41,2018-10-14,1.0
GUAYAS,2018-W41,2018,41,2018-10-14,1.0
MANABI,2018-W41,2018,41,2018-10-14,1.0
NAPO,2018-W41,2018,41,2018-10-14,1.0
ORELLANA,2018-W41,2018,41,2018-10-14,2.0
SUCUMBIOS,2018-W41,2018,41,2018-10-14,1.0
AZUAY,2018-W42,2018,42,2018-10-21,1.0
ESMERALDAS,2018-W42,2018,42,2018-10-21,1.0
GUAYAS,2018-W42,2018,42,2018-10-21,1.0
LOJA,2018-W42,2018,42,2018-10-21,1.0
LOS RIOS,2018-W42,2018,42,2018-10-21,1.0
MANABI,2018-W42,2018,42,2018-10-21,3.0
NAPO,2018-W42,2018,42,2018-10-21,1.0
ORELLANA,2018-W42,2018,42,2018-10-21,1.0
PICHINCHA,2018-W42,2018,42,2018-10-21,3.0
SUCUMBIOS,2018-W42,2018,42,2018-10-21,1.0
AZUAY,2018-W43,2018,43,2018-10-28,1.0
CANAR,2018-W43,2018,43,2018-10-28,1.0
EL ORO,2018-W43,2018,43,2018-10-28,2.0
ESMERALDAS,2018-W43,2018,43,2018-10-28,1.0
GUAYAS,2018-W43,2018,43,2018-10-28,1.0
LOJA,2018-W43,2018,43,2018-10-28,1.0
MANABI,2018-W43,2018,43,2018-10-28,3.0
TUNGURAHUA,2018-W43,2018,43,2018-10-28,11.0
EL ORO,2018-W44,2018,44,2018-11-04,1.0
ESMERALDAS,2018-W44,2018,44,2018-11-04,1.0
GUAYAS,2018-W44,2018,44,2018-11-04,1.0
LOJA,2018-W44,2018,44,2018-11-04,1.0
LOS RIOS,2018-W44,2018,44,2018-11-04,1.0
MANABI,2018-W44,2018,44,2018-11-04,4.0
NAPO,2018-W44,2018,44,2018-11-04,1.0
ORELLANA,2018-W44,2018,44,2018-11-04,1.0
SUCUMBIOS,2018-W44,2018,44,2018-11-04,1.0
EL ORO,2018-W45,2018,45,2018-11-11,1.0
ESMERALDAS,2018-W45,2018,45,2018-11-11,3.0
GUAYAS,2018-W45,2018,45,2018-11-11,1.0
LOS RIOS,2018-W45,2018,45,2018-11-11,1.0
MANABI,2018-W45,2018,45,2018-11-11,3.0
MORONA SANTIAGO,2018-W45,2018,45,2018-11-11,1.0
NAPO,2018-W45,2018,45,2018-11-11,1.0
ORELLANA,2018-W45,2018,45,2018-11-11,3.0
AZUAY,2018-W46,2018,46,2018-11-18,1.0
EL ORO,2018-W46,2018,46,2018-11-18,1.0
ESMERALDAS,2018-W46,2018,46,2018-11-18,1.0
GUAYAS,2018-W46,2018,46,2018-11-18,1.0
IMBABURA,2018-W46,2018,46,2018-11-18,1.0
MANABI,2018-W46,2018,46,2018-11-18,1.0
NAPO,2018-W46,2018,46,2018-11-18,1.0
ORELLANA,2018-W46,2018,46,2018-11-18,1.0
PICHINCHA,2018-W46,2018,46,2018-11-18,4.0
EL ORO,2018-W47,2018,47,2018-11-25,1.0
ESMERALDAS,2018-W47,2018,47,2018-11-25,1.0
GUAYAS,2018-W47,2018,47,2018-11-25,1.0
LOJA,2018-W47,2018,47,2018-11-25,1.0
LOS RIOS,2018-W47,2018,47,2018-11-25,1.0
MANABI,2018-W47,2018,47,2018-11-25,1.0
ORELLANA,2018-W47,2018,47,2018-11-25,1.0
SUCUMBIOS,2018-W47,2018,47,2018-11-25,1.0
CANAR,2018-W48,2018,48,2018-12-02,1.0
EL ORO,2018-W48,2018,48,2018-12-02,1.0
ESMERALDAS,2018-W48,2018,48,2018-12-02,1.0
GUAYAS,2018-W48,2018,48,2018-12-02,1.0
LOJA,2018-W48,2018,48,2018-12-02,11.0
LOS RIOS,2018-W48,2018,48,2018-12-02,1.0
MANABI,2018-W48,2018,48,2018-12-02,3.0
NAPO,2018-W48,2018,48,2018-12-02,1.0
ORELLANA,2018-W48,2018,48,2018-12-02,3.0
SUCUMBIOS,2018-W48,2018,48,2018-12-02,1.0
EL ORO,2018-W49,2018,49,2018-12-09,1.0
ESMERALDAS,2018-W49,2018,49,2018-12-09,3.0
GUAYAS,2018-W49,2018,49,2018-12-09,1.0
LOJA,2018-W49,2018,49,2018-12-09,5.0
MANABI,2018-W49,2018,49,2018-12-09,1.0
MORONA SANTIAGO,2018-W49,2018,49,2018-12-09,1.0
NAPO,2018-W49,2018,49,2018-12-09,1.0
ORELLANA,2018-W49,2018,49,2018-12-09,1.0
PICHINCHA,2018-W49,2018,49,2018-12-09,1.0
SUCUMBIOS,2018-W49,2018,49,2018-12-09,1.0
CHIMBORAZO,2018-W50,2018,50,2018-12-16,1.0
COTOPAXI,2018-W50,2018,50,2018-12-16,1.0
EL ORO,2018-W50,2018,50,2018-12-16,1.0
ESMERALDAS,2018-W50,2018,50,2018-12-16,10.0
GUAYAS,2018-W50,2018,50,2018-12-16,1.0
LOJA,2018-W50,2018,50,2018-12-16,2.0
LOS RIOS,2018-W50,2018,50,2018-12-16,1.0
MANABI,2018-W50,2018,50,2018-12-16,3.0
NAPO,2018-W50,2018,50,2018-12-16,3.0
ORELLANA,2018-W50,2018,50,2018-12-16,3.0
SUCUMBIOS,2018-W50,2018,50,2018-12-16,1.0
ESMERALDAS,2018-W51,2018,51,2018-12-23,3.0
GUAYAS,2018-W51,2018,51,2018-12-23,1.0
LOJA,2018-W51,2018,51,2018-12-23,3.0
LOS RIOS,2018-W51,2018,51,2018-12-23,1.0
MANABI,2018-W51,2018,51,2018-12-23,1.0
NAPO,2018-W51,2018,51,2018-12-23,1.0
AZUAY,2018-W52,2018,52,2018-12-30,1.0
CANAR,2018-W52,2018,52,2018-12-30,1.0
EL ORO,2018-W52,2018,52,2018-12-30,1.0
ESMERALDAS,2018-W52,2018,52,2018-12-30,7.0
GUAYAS,2018-W52,2018,52,2018-12-30,3.0
LOJA,2018-W52,2018,52,2018-12-30,1.0
LOS RIOS,2018-W52,2018,52,2018-12-30,1.0
MANABI,2018-W52,2018,52,2018-12-30,3.0
MORONA SANTIAGO,2018-W52,2018,52,2018-12-30,1.0
NAPO,2018-W52,2018,52,2018-12-30,1.0
ORELLANA,2018-W52,2018,52,2018-12-30,1.0
SUCUMBIOS,2018-W52,2018,52,2018-12-30,3.0
EL ORO,2019-W01,2019,1,2019-01-06,1.0
ESMERALDAS,2019-W01,2019,1,2019-01-06,3.0
GUAYAS,2019-W01,2019,1,2019-01-06,6.0
LOS RIOS,2019-W01,2019,1,2019-01-06,1.0
MANABI,2019-W01,2019,1,2019-01-06,1.0
NAPO,2019-W01,2019,1,2019-01-06,1.0
ORELLANA,2019-W01,2019,1,2019-01-06,1.0
PICHINCHA,2019-W01,2019,1,2019-01-06,1.0
SUCUMBIOS,2019-W01,2019,1,2019-01-06,1.0
EL ORO,2019-W02,2019,2,2019-01-13,1.0
ESMERALDAS,2019-W02,2019,2,2019-01-13,6.0
GUAYAS,2019-W02,2019,2,2019-01-13,4.0
LOJA,2019-W02,2019,2,2019-01-13,1.0
LOS RIOS,2019-W02,2019,2,2019-01-13,1.0
MANABI,2019-W02,2019,2,2019-01-13,6.0
NAPO,2019-W02,2019,2,2019-01-13,1.0
ORELLANA,2019-W02,2019,2,2019-01-13,1.0
PICHINCHA,2019-W02,2019,2,2019-01-13,1.0
SUCUMBIOS,2019-W02,2019,2,2019-01-13,1.0
BOLIVAR,2019-W03,2019,3,2019-01-20,1.0
CANAR,2019-W03,2019,3,2019-01-20,1.0
EL ORO,2019-W03,2019,3,2019-01-20,3.0
ESMERALDAS,2019-W03,2019,3,2019-01-20,3.0
GUAYAS,2019-W03,2019,3,2019-01-20,3.0
LOJA,2019-W03,2019,3,2019-01-20,1.0
LOS RIOS,2019-W03,2019,3,2019-01-20,1.0
MANABI,2019-W03,2019,3,2019-01-20,6.0
NAPO,2019-W03,2019,3,2019-01-20,5.0
ORELLANA,2019-W03,2019,3,2019-01-20,1.0
PICHINCHA,2019-W03,2019,3,2019-01-20,1.0
SUCUMBIOS,2019-W03,2019,3,2019-01-20,1.0
EL ORO,2019-W04,2019,4,2019-01-27,1.0
ESMERALDAS,2019-W04,2019,4,2019-01-27,6.0
GUAYAS,2019-W04,2019,4,2019-01-27,3.0
LOJA,2019-W04,2019,4,2019-01-27,1.0
LOS RIOS,2019-W04,2019,4,2019-01-27,3.0
MANABI,2019-W04,2019,4,2019-01-27,3.0
NAPO,2019-W04,2019,4,2019-01-27,1.0
PICHINCHA,2019-W04,2019,4,2019-01-27,1.0
SUCUMBIOS,2019-W04,2019,4,2019-01-27,1.0
EL ORO,2019-W05,2019,5,2019-02-03,3.0
ESMERALDAS,2019-W05,2019,5,2019-02-03,3.0
GUAYAS,2019-W05,2019,5,2019-02-03,3.0
LOJA,2019-W05,2019,5,2019-02-03,2.0
LOS RIOS,2019-W05,2019,5,2019-02-03,1.0
MANABI,2019-W05,2019,5,2019-02-03,3.0
NAPO,2019-W05,2019,5,2019-02-03,3.0
ORELLANA,2019-W05,2019,5,2019-02-03,3.0
EL ORO,2019-W06,2019,6,2019-02-10,1.0
ESMERALDAS,2019-W06,2019,6,2019-02-10,7.0
GUAYAS,2019-W06,2019,6,2019-02-10,3.0
LOJA,2019-W06,2019,6,2019-02-10,1.0
LOS RIOS,2019-W06,2019,6,2019-02-10,3.0
MANABI,2019-W06,2019,6,2019-02-10,12.0
NAPO,2019-W06,2019,6,2019-02-10,3.0
ORELLANA,2019-W06,2019,6,2019-02-10,3.0
PICHINCHA,2019-W06,2019,6,2019-02-10,1.0
CANAR,2019-W07,2019,7,2019-02-17,1.0
EL ORO,2019-W07,2019,7,2019-02-17,1.0
ESMERALDAS,2019-W07,2019,7,2019-02-17,6.0
GUAYAS,2019-W07,2019,7,2019-02-17,1.0
LOJA,2019-W07,2019,7,2019-02-17,3.0
LOS RIOS,2019-W07,2019,7,2019-02-17,1.0
MANABI,2019-W07,2019,7,2019-02-17,3.0
NAPO,2019-W07,2019,7,2019-02-17,1.0
ORELLANA,2019-W07,2019,7,2019-02-17,1.0
PICHINCHA,2019-W07,2019,7,2019-02-17,1.0
SUCUMBIOS,2019-W07,2019,7,2019-02-17,1.0
ZAMORA CHINCHIPE,2019-W07,2019,7,2019-02-17,4.0
AZUAY,2019-W08,2019,8,2019-02-24,1.0
EL ORO,2019-W08,2019,8,2019-02-24,1.0
ESMERALDAS,2019-W08,2019,8,2019-02-24,10.0
GUAYAS,2019-W08,2019,8,2019-02-24,1.0
LOJA,2019-W08,2019,8,2019-02-24,8.0
LOS RIOS,2019-W08,2019,8,2019-02-24,1.0
MANABI,2019-W08,2019,8,2019-02-24,6.0
MORONA SANTIAGO,2019-W08,2019,8,2019-02-24,1.0
NAPO,2019-W08,2019,8,2019-02-24,1.0
ORELLANA,2019-W08,2019,8,2019-02-24,1.0
SUCUMBIOS,2019-W08,2019,8,2019-02-24,1.0
ZAMORA CHINCHIPE,2019-W08,2019,8,2019-02-24,1.0
CANAR,2019-W09,2019,9,2019-03-03,1.0
EL ORO,2019-W09,2019,9,2019-03-03,1.0
ESMERALDAS,2019-W09,2019,9,2019-03-03,6.0
GUAYAS,2019-W09,2019,9,2019-03-03,6.0
LOJA,2019-W09,2019,9,2019-03-03,3.0
LOS RIOS,2019-W09,2019,9,2019-03-03,1.0
MANABI,2019-W09,2019,9,2019-03-03,3.0
MORONA SANTIAGO,2019-W09,2019,9,2019-03-03,1.0
NAPO,2019-W09,2019,9,2019-03-03,3.0
ORELLANA,2019-W09,2019,9,2019-03-03,1.0
PICHINCHA,2019-W09,2019,9,2019-03-03,1.0
SUCUMBIOS,2019-W09,2019,9,2019-03-03,1.0
ZAMORA CHINCHIPE,2019-W09,2019,9,2019-03-03,1.0
AZUAY,2019-W10,2019,10,2019-03-10,1.0
CANAR,2019-W10,2019,10,2019-03-10,1.0
EL ORO,2019-W10,2019,10,2019-03-10,1.0
ESMERALDAS,2019-W10,2019,10,2019-03-10,7.0
GUAYAS,2019-W10,2019,10,2019-03-10,3.0
LOJA,2019-W10,2019,10,2019-03-10,11.0
LOS RIOS,2019-W10,2019,10,2019-03-10,1.0
MANABI,2019-W10,2019,10,2019-03-10,3.0
MORONA SANTIAGO,2019-W10,2019,10,2019-03-10,1.0
NAPO,2019-W10,2019,10,2019-03-10,3.0
ORELLANA,2019-W10,2019,10,2019-03-10,1.0
PICHINCHA,2019-W10,2019,10,2019-03-10,1.0
SUCUMBIOS,2019-W10,2019,10,2019-03-10,1.0
EL ORO,2019-W11,2019,11,2019-03-17,1.0
ESMERALDAS,2019-W11,2019,11,2019-03-17,13.0
GUAYAS,2019-W11,2019,11,2019-03-17,3.0
LOJA,2019-W11,2019,11,2019-03-17,15.0
LOS RIOS,2019-W11,2019,11,2019-03-17,3.0
MANABI,2019-W11,2019,11,2019-03-17,7.0
NAPO,2019-W11,2019,11,2019-03-17,3.0
ORELLANA,2019-W11,2019,11,2019-03-17,4.0
SUCUMBIOS,2019-W11,2019,11,2019-03-17,1.0
ZAMORA CHINCHIPE,2019-W11,2019,11,2019-03-17,1.0
AZUAY,2019-W12,2019,12,2019-03-24,1.0
CARCHI,2019-W12,2019,12,2019-03-24,1.0
EL ORO,2019-W12,2019,12,2019-03-24,1.0
ESMERALDAS,2019-W12,2019,12,2019-03-24,15.0
GUAYAS,2019-W12,2019,12,2019-03-24,3.0
LOJA,2019-W12,2019,12,2019-03-24,14.0
LOS RIOS,2019-W12,2019,12,2019-03-24,1.0
MANABI,2019-W12,2019,12,2019-03-24,3.0
NAPO,2019-W12,2019,12,2019-03-24,1.0
ORELLANA,2019-W12,2019,12,2019-03-24,1.0
PICHINCHA,2019-W12,2019,12,2019-03-24,1.0
SUCUMBIOS,2019-W12,2019,12,2019-03-24,3.0
ZAMORA CHINCHIPE,2019-W12,2019,12,2019-03-24,4.0
CHIMBORAZO,2019-W13,2019,13,2019-03-31,1.0
CARCHI,2019-W13,2019,13,2019-03-31,1.0
EL ORO,2019-W13,2019,13,2019-03-31,1.0
ESMERALDAS,2019-W13,2019,13,2019-03-31,6.0
GUAYAS,2019-W13,2019,13,2019-03-31,1.0
LOJA,2019-W13,2019,13,2019-03-31,8.0
LOS RIOS,2019-W13,2019,13,2019-03-31,3.0
MANABI,2019-W13,2019,13,2019-03-31,6.0
NAPO,2019-W13,2019,13,2019-03-31,6.0
ORELLANA,2019-W13,2019,13,2019-03-31,1.0
SUCUMBIOS,2019-W13,2019,13,2019-03-31,1.0
ZAMORA CHINCHIPE,2019-W13,2019,13,2019-03-31,6.0
AZUAY,2019-W14,2019,14,2019-04-07,1.0
EL ORO,2019-W14,2019,14,2019-04-07,1.0
ESMERALDAS,2019-W14,2019,14,2019-04-07,3.0
GUAYAS,2019-W14,2019,14,2019-04-07,1.0
LOJA,2019-W14,2019,14,2019-04-07,6.0
LOS RIOS,2019-W14,2019,14,2019-04-07,1.0
MANABI,2019-W14,2019,14,2019-04-07,1.0
NAPO,2019-W14,2019,14,2019-04-07,1.0
ORELLANA,2019-W14,2019,14,2019-04-07,6.0
PICHINCHA,2019-W14,2019,14,2019-04-07,1.0
SUCUMBIOS,2019-W14,2019,14,2019-04-07,3.0
ZAMORA CHINCHIPE,2019-W14,2019,14,2019-04-07,1.0
AZUAY,2019-W15,2019,15,2019-04-14,1.0
EL ORO,2019-W15,2019,15,2019-04-14,1.0
ESMERALDAS,2019-W15,2019,15,2019-04-14,6.0
GUAYAS,2019-W15,2019,15,2019-04-14,6.0
IMBABURA,2019-W15,2019,15,2019-04-14,1.0
LOJA,2019-W15,2019,15,2019-04-14,3.0
LOS RIOS,2019-W15,2019,15,2019-04-14,1.0
MANABI,2019-W15,2019,15,2019-04-14,1.0
MORONA SANTIAGO,2019-W15,2019,15,2019-04-14,1.0
NAPO,2019-W15,2019,15,2019-04-14,6.0
ORELLANA,2019-W15,2019,15,2019-04-14,3.0
PICHINCHA,2019-W15,2019,15,2019-04-14,1.0
SUCUMBIOS,2019-W15,2019,15,2019-04-14,3.0
ZAMORA CHINCHIPE,2019-W15,2019,15,2019-04-14,12.0
EL ORO,2019-W16,2019,16,2019-04-21,3.0
ESMERALDAS,2019-W16,2019,16,2019-04-21,3.0
GUAYAS,2019-W16,2019,16,2019-04-21,3.0
LOJA,2019-W16,2019,16,2019-04-21,3.0
LOS RIOS,2019-W16,2019,16,2019-04-21,1.0
MANABI,2019-W16,2019,16,2019-04-21,3.0
NAPO,2019-W16,2019,16,2019-04-21,3.0
ORELLANA,2019-W16,2019,16,2019-04-21,3.0
PICHINCHA,2019-W16,2019,16,2019-04-21,3.0
SUCUMBIOS,2019-W16,2019,16,2019-04-21,6.0
ZAMORA CHINCHIPE,2019-W16,2019,16,2019-04-21,3.0
CANAR,2019-W17,2019,17,2019-04-28,1.0
EL ORO,2019-W17,2019,17,2019-04-28,3.0
ESMERALDAS,2019-W17,2019,17,2019-04-28,6.0
GUAYAS,2019-W17,2019,17,2019-04-28,3.0
LOJA,2019-W17,2019,17,2019-04-28,3.0
LOS RIOS,2019-W17,2019,17,2019-04-28,1.0
MANABI,2019-W17,2019,17,2019-04-28,1.0
MORONA SANTIAGO,2019-W17,2019,17,2019-04-28,1.0
NAPO,2019-W17,2019,17,2019-04-28,1.0
ORELLANA,2019-W17,2019,17,2019-04-28,6.0
PICHINCHA,2019-W17,2019,17,2019-04-28,1.0
SUCUMBIOS,2019-W17,2019,17,2019-04-28,3.0
ZAMORA CHINCHIPE,2019-W17,2019,17,2019-04-28,10.0
AZUAY,2019-W18,2019,18,2019-05-05,1.0
CANAR,2019-W18,2019,18,2019-05-05,1.0
EL ORO,2019-W18,2019,18,2019-05-05,1.0
ESMERALDAS,2019-W18,2019,18,2019-05-05,10.0
GUAYAS,2019-W18,2019,18,2019-05-05,6.0
IMBABURA,2019-W18,2019,18,2019-05-05,1.0
LOJA,2019-W18,2019,18,2019-05-05,1.0
LOS RIOS,2019-W18,2019,18,2019-05-05,1.0
MANABI,2019-W18,2019,18,2019-05-05,3.0
MORONA SANTIAGO,2019-W18,2019,18,2019-05-05,3.0
NAPO,2019-W18,2019,18,2019-05-05,1.0
ORELLANA,2019-W18,2019,18,2019-05-05,10.0
PICHINCHA,2019-W18,2019,18,2019-05-05,1.0
SUCUMBIOS,2019-W18,2019,18,2019-05-05,3.0
ZAMORA CHINCHIPE,2019-W18,2019,18,2019-05-05,6.0
EL ORO,2019-W19,2019,19,2019-05-12,3.0
ESMERALDAS,2019-W19,2019,19,2019-05-12,6.0
GUAYAS,2019-W19,2019,19,2019-05-12,6.0
LOJA,2019-W19,2019,19,2019-05-12,1.0
LOS RIOS,2019-W19,2019,19,2019-05-12,1.0
MANABI,2019-W19,2019,19,2019-05-12,3.0
MORONA SANTIAGO,2019-W19,2019,19,2019-05-12,3.0
NAPO,2019-W19,2019,19,2019-05-12,3.0
ORELLANA,2019-W19,2019,19,2019-05-12,19.0
PASTAZA,2019-W19,2019,19,2019-05-12,1.0
PICHINCHA,2019-W19,2019,19,2019-05-12,1.0
SUCUMBIOS,2019-W19,2019,19,2019-05-12,3.0
ZAMORA CHINCHIPE,2019-W19,2019,19,2019-05-12,6.0
CANAR,2019-W20,2019,20,2019-05-19,1.0
EL ORO,2019-W20,2019,20,2019-05-19,1.0
ESMERALDAS,2019-W20,2019,20,2019-05-19,6.0
GUAYAS,2019-W20,2019,20,2019-05-19,10.0
LOJA,2019-W20,2019,20,2019-05-19,1.0
LOS RIOS,2019-W20,2019,20,2019-05-19,3.0
MANABI,2019-W20,2019,20,2019-05-19,6.0
NAPO,2019-W20,2019,20,2019-05-19,1.0
ORELLANA,2019-W20,2019,20,2019-05-19,1.0
PASTAZA,2019-W20,2019,20,2019-05-19,1.0
PICHINCHA,2019-W20,2019,20,2019-05-19,1.0
SUCUMBIOS,2019-W20,2019,20,2019-05-19,8.0
ZAMORA CHINCHIPE,2019-W20,2019,20,2019-05-19,3.0
EL ORO,2019-W21,2019,21,2019-05-26,7.0
ESMERALDAS,2019-W21,2019,21,2019-05-26,3.0
GUAYAS,2019-W21,2019,21,2019-05-26,3.0
LOJA,2019-W21,2019,21,2019-05-26,4.0
LOS RIOS,2019-W21,2019,21,2019-05-26,1.0
MANABI,2019-W21,2019,21,2019-05-26,3.0
MORONA SANTIAGO,2019-W21,2019,21,2019-05-26,1.0
NAPO,2019-W21,2019,21,2019-05-26,1.0
ORELLANA,2019-W21,2019,21,2019-05-26,6.0
PASTAZA,2019-W21,2019,21,2019-05-26,1.0
SUCUMBIOS,2019-W21,2019,21,2019-05-26,3.0
ZAMORA CHINCHIPE,2019-W21,2019,21,2019-05-26,6.0
AZUAY,2019-W22,2019,22,2019-06-02,3.0
CANAR,2019-W22,2019,22,2019-06-02,2.0
EL ORO,2019-W22,2019,22,2019-06-02,1.0
ESMERALDAS,2019-W22,2019,22,2019-06-02,3.0
GUAYAS,2019-W22,2019,22,2019-06-02,3.0
LOJA,2019-W22,2019,22,2019-06-02,6.0
LOS RIOS,2019-W22,2019,22,2019-06-02,3.0
MANABI,2019-W22,2019,22,2019-06-02,16.0
MORONA SANTIAGO,2019-W22,2019,22,2019-06-02,1.0
NAPO,2019-W22,2019,22,2019-06-02,3.0
ORELLANA,2019-W22,2019,22,2019-06-02,6.0
PASTAZA,2019-W22,2019,22,2019-06-02,1.0
PICHINCHA,2019-W22,2019,22,2019-06-02,1.0
SUCUMBIOS,2019-W22,2019,22,2019-06-02,3.0
