semana_id,anio_epi,semana,fecha_inicio,fecha_fin,precipitacion_mm,precip_7d,precip_30d,precip_90d,spi3,spi6,spi12,tmin,tmax,tmean,humedad
2008-W37,2008,37,2008-09-08,2008-09-14,35.4,35.4,79.5,363.4,0.715,0.244,0.292,20.843,28.329,23.443,81.714
2008-W38,2008,38,2008-09-15,2008-09-21,36.9,36.9,99.4,349.3,0.715,0.235,0.304,20.6,26.914,22.8,85.429
2008-W39,2008,39,2008-09-22,2008-09-28,29.6,29.6,117.4,345.3,0.737,0.274,0.321,20.714,27.057,23.0,84.143
2008-W40,2008,40,2008-09-29,2008-10-05,30.5,30.5,132.4,351.0,0.785,0.383,0.337,20.5,26.6,22.814,83.857
2008-W41,2008,41,2008-10-06,2008-10-12,17.0,17.0,114.0,328.9,0.772,0.478,0.337,20.429,27.329,23.014,81.571
2008-W42,2008,42,2008-10-13,2008-10-19,13.5,13.5,90.6,308.4,0.745,0.527,0.345,20.171,27.029,22.586,81.143
2008-W43,2008,43,2008-10-20,2008-10-26,24.8,24.8,85.8,298.6,0.743,0.598,0.367,20.714,27.171,23.129,84.143
2008-W44,2008,44,2008-10-27,2008-11-02,9.6,9.6,64.9,293.1,0.745,0.618,0.376,20.829,27.557,23.329,80.857
2008-W45,2008,45,2008-11-03,2008-11-09,5.8,5.8,53.7,281.8,0.746,0.665,0.357,21.157,27.086,23.371,83.0
2008-W46,2008,46,2008-11-10,2008-11-16,12.3,12.3,52.5,259.5,0.685,0.676,0.351,20.714,28.029,23.4,80.429
2008-W47,2008,47,2008-11-17,2008-11-23,2.7,2.7,30.4,245.2,0.636,0.624,0.341,20.314,27.9,23.229,77.286
2008-W48,2008,48,2008-11-24,2008-11-30,4.4,4.4,25.2,238.0,0.642,0.653,0.337,20.671,28.443,23.686,76.714
2008-W49,2008,49,2008-12-01,2008-12-07,0.1,0.1,19.5,222.6,0.591,0.661,0.337,21.557,28.929,24.257,76.429
2008-W50,2008,50,2008-12-08,2008-12-14,2.5,2.5,9.7,189.7,0.417,0.607,0.329,22.2,29.057,24.571,76.714
2008-W51,2008,51,2008-12-15,2008-12-21,0.0,0.0,7.0,152.8,0.153,0.512,0.327,22.329,30.229,25.3,72.286
2008-W52,2008,52,2008-12-22,2008-12-28,0.0,0.0,2.6,123.2,-0.154,0.413,0.304,22.2,29.514,25.129,71.571
2009-W01,2009,1,2008-12-29,2009-01-04,4.3,4.3,6.8,97.0,-0.531,0.328,0.302,22.786,29.014,25.0,72.571
2009-W02,2009,2,2009-01-05,2009-01-11,37.3,37.3,41.6,117.3,-0.539,0.253,0.314,22.671,28.7,24.871,80.714
2009-W03,2009,3,2009-01-12,2009-01-18,107.0,107.0,148.6,210.8,-0.167,0.306,0.373,22.686,26.8,24.114,90.571
2009-W04,2009,4,2009-01-19,2009-01-25,89.1,89.1,237.7,275.1,-0.108,0.289,0.411,23.171,28.171,24.871,87.857
2009-W05,2009,5,2009-01-26,2009-02-01,42.7,42.7,276.1,308.2,-0.276,0.173,0.379,22.814,27.743,24.643,86.714
2009-W06,2009,6,2009-02-02,2009-02-08,49.0,49.0,287.8,351.4,-0.383,0.072,0.392,22.186,27.729,24.214,86.0
2009-W07,2009,7,2009-02-09,2009-02-15,110.3,110.3,291.1,449.4,-0.294,0.047,0.339,22.671,27.357,24.371,89.857
2009-W08,2009,8,2009-02-16,2009-02-22,163.4,163.4,365.4,610.1,-0.0,0.204,0.215,23.157,27.443,24.671,89.714
2009-W09,2009,9,2009-02-23,2009-03-01,36.1,36.1,358.8,641.8,-0.164,0.069,0.156,23.329,28.643,25.457,86.0
2009-W10,2009,10,2009-03-02,2009-03-08,86.3,86.3,396.1,728.0,-0.179,0.017,0.109,22.986,28.757,25.114,84.286
2009-W11,2009,11,2009-03-09,2009-03-15,13.3,13.3,299.1,738.8,-0.337,-0.181,0.018,23.514,29.1,25.671,83.143
2009-W12,2009,12,2009-03-16,2009-03-22,57.7,57.7,193.4,796.5,-0.32,-0.262,-0.063,22.9,27.786,24.657,87.286
2009-W13,2009,13,2009-03-23,2009-03-29,35.5,35.5,192.8,832.0,-0.318,-0.355,-0.094,23.429,29.286,25.686,85.0
2009-W14,2009,14,2009-03-30,2009-04-05,1.5,1.5,108.0,829.2,-0.379,-0.541,-0.138,23.157,30.0,25.8,78.714
2009-W15,2009,15,2009-04-06,2009-04-12,4.1,4.1,98.8,796.0,-0.52,-0.646,-0.142,23.1,29.171,25.486,79.714
2009-W16,2009,16,2009-04-13,2009-04-19,7.3,7.3,48.4,696.3,-0.846,-0.753,-0.188,22.871,29.729,25.6,79.0
2009-W17,2009,17,2009-04-20,2009-04-26,33.5,33.5,46.4,640.7,-0.947,-0.793,-0.189,23.429,29.229,25.543,85.143
2009-W18,2009,18,2009-04-27,2009-05-03,46.0,46.0,90.9,644.0,-0.803,-0.769,-0.197,22.871,28.471,25.014,86.0
2009-W19,2009,19,2009-05-04,2009-05-10,4.6,4.6,91.4,599.6,-0.842,-0.832,-0.222,22.929,29.743,25.614,81.0
2009-W20,2009,20,2009-05-11,2009-05-17,5.2,5.2,89.3,494.5,-1.037,-0.867,-0.264,22.771,28.571,25.029,81.0
2009-W21,2009,21,2009-05-18,2009-05-24,80.5,80.5,136.3,411.6,-1.138,-0.742,-0.247,22.586,28.586,24.843,86.0
2009-W22,2009,22,2009-05-25,2009-05-31,17.8,17.8,108.1,393.3,-0.993,-0.738,-0.243,22.214,28.457,24.643,84.0
2009-W23,2009,23,2009-06-01,2009-06-07,21.1,21.1,124.6,328.1,-0.997,-0.714,-0.239,22.471,27.786,24.5,84.714
2009-W24,2009,24,2009-06-08,2009-06-14,51.5,51.5,170.9,366.3,-0.672,-0.648,-0.228,22.2,28.2,24.586,83.143
2009-W25,2009,25,2009-06-15,2009-06-21,26.4,26.4,116.8,335.0,-0.613,-0.604,-0.26,21.986,27.343,24.029,84.143
2009-W26,2009,26,2009-06-22,2009-06-28,18.9,18.9,117.9,318.4,-0.57,-0.568,-0.275,21.571,27.8,23.857,83.714
2009-W27,2009,27,2009-06-29,2009-07-05,32.4,32.4,129.2,349.3,-0.281,-0.461,-0.263,21.386,26.843,23.543,85.0
2009-W28,2009,28,2009-07-06,2009-07-12,28.8,28.8,106.5,374.0,-0.085,-0.442,-0.278,21.586,27.057,23.671,85.429
2009-W29,2009,29,2009-07-13,2009-07-19,6.9,6.9,87.0,373.6,0.11,-0.569,-0.309,21.4,28.329,23.986,81.143
2009-W30,2009,30,2009-07-20,2009-07-26,11.0,11.0,79.1,351.1,0.179,-0.624,-0.338,21.343,27.771,23.714,81.857
2009-W31,2009,31,2009-07-27,2009-08-02,3.3,3.3,50.0,308.4,0.154,-0.576,-0.352,21.286,27.929,23.557,80.429
2009-W32,2009,32,2009-08-03,2009-08-09,33.2,33.2,54.4,337.0,0.357,-0.483,-0.333,20.971,28.343,23.714,81.571
2009-W33,2009,33,2009-08-10,2009-08-16,38.2,38.2,85.7,370.0,0.545,-0.495,-0.33,21.243,27.1,23.443,85.0
2009-W34,2009,34,2009-08-17,2009-08-23,30.1,30.1,104.8,319.6,0.476,-0.61,-0.314,21.2,26.543,23.1,86.0
2009-W35,2009,35,2009-08-24,2009-08-30,56.0,56.0,157.5,357.8,0.642,-0.396,-0.26,20.614,26.914,23.071,85.286
2009-W36,2009,36,2009-08-31,2009-09-06,19.4,19.4,143.7,356.1,0.668,-0.369,-0.273,21.0,27.343,23.229,83.429
2009-W37,2009,37,2009-09-07,2009-09-13,5.3,5.3,110.8,309.9,0.56,-0.238,-0.31,20.729,27.886,23.171,80.571
2009-W38,2009,38,2009-09-14,2009-09-20,4.2,4.2,84.9,287.7,0.536,-0.21,-0.349,20.543,27.614,22.929,78.714
2009-W39,2009,39,2009-09-21,2009-09-27,18.0,18.0,46.9,286.8,0.567,-0.147,-0.366,20.114,28.371,22.943,79.286
2009-W40,2009,40,2009-09-28,2009-10-04,9.0,9.0,36.5,263.4,0.526,0.004,-0.391,20.214,29.229,23.314,76.714
2009-W41,2009,41,2009-10-05,2009-10-11,40.6,40.6,71.8,275.2,0.606,0.167,-0.363,20.614,27.943,23.386,82.571
2009-W42,2009,42,2009-10-12,2009-10-18,1.5,1.5,69.1,269.8,0.618,0.288,-0.376,21.129,28.586,23.943,79.143
2009-W43,2009,43,2009-10-19,2009-10-25,0.0,0.0,51.1,258.8,0.602,0.324,-0.404,20.871,28.529,23.614,76.429
2009-W44,2009,44,2009-10-26,2009-11-01,4.0,4.0,46.1,259.5,0.621,0.327,-0.414,21.357,28.6,23.871,76.857
2009-W45,2009,45,2009-11-02,2009-11-08,0.0,0.0,5.5,226.3,0.522,0.402,-0.425,21.3,29.7,24.4,72.857
2009-W46,2009,46,2009-11-09,2009-11-15,5.5,5.5,9.5,193.6,0.381,0.466,-0.431,21.086,28.986,23.957,74.714
2009-W47,2009,47,2009-11-16,2009-11-22,3.4,3.4,12.9,166.9,0.242,0.367,-0.43,21.671,30.471,24.657,73.857
2009-W48,2009,48,2009-11-23,2009-11-29,16.6,16.6,25.5,127.5,0.031,0.41,-0.411,21.843,29.286,24.414,78.714
2009-W49,2009,49,2009-11-30,2009-12-06,0.0,0.0,25.5,108.1,-0.129,0.401,-0.409,22.514,30.4,25.457,75.429
2009-W50,2009,50,2009-12-07,2009-12-13,7.7,7.7,27.7,110.5,-0.133,0.312,-0.408,23.643,29.771,25.843,75.714
2009-W51,2009,51,2009-12-14,2009-12-20,39.7,39.7,64.0,146.0,0.106,0.354,-0.361,22.571,28.086,24.614,83.714
2009-W52,2009,52,2009-12-21,2009-12-27,10.5,10.5,57.9,138.5,-0.04,0.309,-0.347,23.043,29.314,25.3,81.714
2009-W53,2009,53,2009-12-28,2010-01-03,4.8,4.8,62.7,134.3,,,,23.4,29.429,25.629,80.0
2010-W01,2010,1,2010-01-04,2010-01-10,23.7,23.7,78.7,117.4,-0.352,0.182,-0.34,23.5,29.143,25.586,81.857
2010-W02,2010,2,2010-01-11,2010-01-17,140.0,140.0,179.0,255.9,0.333,0.455,-0.302,23.571,28.4,25.286,87.286
2010-W03,2010,3,2010-01-18,2010-01-24,51.3,51.3,219.8,307.2,0.307,0.422,-0.349,23.729,28.457,25.4,88.0
2010-W04,2010,4,2010-01-25,2010-01-31,16.9,16.9,231.9,320.1,0.098,0.304,-0.392,23.8,28.829,25.643,85.857
2010-W05,2010,5,2010-02-01,2010-02-07,103.6,103.6,311.8,423.7,0.209,0.293,-0.318,23.729,28.143,25.486,88.857
2010-W06,2010,6,2010-02-08,2010-02-14,180.1,180.1,351.9,598.3,0.526,0.45,-0.22,23.843,27.9,25.286,90.571
2010-W07,2010,7,2010-02-15,2010-02-21,117.3,117.3,417.9,712.2,0.586,0.446,-0.288,23.986,28.957,25.771,87.857
2010-W08,2010,8,2010-02-22,2010-02-28,41.4,41.4,442.4,737.0,0.4,0.226,-0.293,24.529,29.614,26.371,86.571
2010-W09,2010,9,2010-03-01,2010-03-07,125.8,125.8,464.6,862.8,0.496,0.279,-0.251,23.814,29.029,25.771,87.0
2010-W10,2010,10,2010-03-08,2010-03-14,60.6,60.6,345.1,915.7,0.362,0.188,-0.2,23.843,29.014,25.786,85.429
2010-W11,2010,11,2010-03-15,2010-03-21,125.3,125.3,353.1,1001.3,0.39,0.291,-0.109,23.829,28.386,25.443,89.714
2010-W12,2010,12,2010-03-22,2010-03-28,96.2,96.2,407.9,1087.0,0.438,0.316,-0.048,23.571,29.171,25.786,86.429
2010-W13,2010,13,2010-03-29,2010-04-04,90.7,90.7,372.8,1172.9,0.552,0.364,0.059,24.014,28.871,25.743,87.571
2010-W14,2010,14,2010-04-05,2010-04-11,76.5,76.5,388.7,1225.7,0.6,0.305,0.143,23.871,29.0,25.771,87.857
2010-W15,2010,15,2010-04-12,2010-04-18,109.0,109.0,372.4,1194.7,0.478,0.398,0.258,24.443,29.571,26.357,85.429
2010-W16,2010,16,2010-04-19,2010-04-25,91.9,91.9,368.1,1235.3,0.554,0.444,0.323,23.657,28.571,25.486,88.143
2010-W17,2010,17,2010-04-26,2010-05-02,49.8,49.8,327.2,1268.2,0.631,0.433,0.324,23.529,28.4,25.3,87.429
2010-W18,2010,18,2010-05-03,2010-05-09,84.3,84.3,335.0,1248.9,0.641,0.485,0.399,24.071,28.5,25.643,88.857
2010-W19,2010,19,2010-05-10,2010-05-16,34.7,34.7,260.7,1103.5,0.431,0.468,0.428,23.771,28.943,25.729,86.714
2010-W20,2010,20,2010-05-17,2010-05-23,24.4,24.4,193.2,1010.6,0.352,0.448,0.374,22.829,27.757,24.714,86.286
2010-W21,2010,21,2010-05-24,2010-05-30,1.4,1.4,144.8,970.6,0.39,0.387,0.355,22.371,27.843,24.529,82.714
2010-W22,2010,22,2010-05-31,2010-06-06,7.6,7.6,68.1,852.4,0.285,0.37,0.344,22.5,27.243,24.329,84.143
2010-W23,2010,23,2010-06-07,2010-06-13,60.7,60.7,94.1,852.5,0.463,0.416,0.349,21.7,26.829,23.786,86.571
2010-W24,2010,24,2010-06-14,2010-06-20,35.2,35.2,104.9,762.4,0.418,0.4,0.356,21.571,26.757,23.529,86.143
2010-W25,2010,25,2010-06-21,2010-06-27,26.4,26.4,129.9,692.6,0.399,0.412,0.358,21.371,26.443,23.314,85.429
2010-W26,2010,26,2010-06-28,2010-07-04,53.6,53.6,175.9,655.5,0.419,0.494,0.384,20.843,26.414,22.957,85.857
2010-W27,2010,27,2010-07-05,2010-07-11,7.3,7.3,122.5,586.3,0.409,0.528,0.368,21.157,26.757,23.371,83.857
2010-W28,2010,28,2010-07-12,2010-07-18,21.5,21.5,108.8,498.8,0.288,0.385,0.379,21.014,25.871,22.9,86.0
2010-W29,2010,29,2010-07-19,2010-07-25,1.7,1.7,84.1,408.6,0.212,0.382,0.37,20.757,26.4,22.886,82.571
2010-W30,2010,30,2010-07-26,2010-08-01,4.2,4.2,34.7,363.0,0.214,0.44,0.369,20.557,27.2,23.029,80.714
2010-W31,2010,31,2010-08-02,2010-08-08,6.9,6.9,34.3,285.6,0.077,0.403,0.343,21.043,26.771,23.143,81.0
2010-W32,2010,32,2010-08-09,2010-08-15,33.7,33.7,46.5,284.6,0.191,0.295,0.341,20.6,26.6,22.771,83.571
2010-W33,2010,33,2010-08-16,2010-08-22,5.4,5.4,50.2,265.6,0.226,0.248,0.315,20.086,26.714,22.5,80.571
2010-W34,2010,34,2010-08-23,2010-08-29,16.4,16.4,62.4,280.6,0.351,0.339,0.276,19.686,26.743,22.229,81.857
2010-W35,2010,35,2010-08-30,2010-09-05,14.2,14.2,69.7,287.2,0.424,0.298,0.271,20.071,27.114,22.5,80.286
2010-W36,2010,36,2010-09-06,2010-09-12,23.6,23.6,59.6,250.1,0.337,0.368,0.267,20.686,26.914,22.914,82.571
2010-W37,2010,37,2010-09-13,2010-09-19,18.9,18.9,73.1,233.8,0.306,0.324,0.281,20.029,26.971,22.414,82.143
2010-W38,2010,38,2010-09-20,2010-09-26,5.7,5.7,62.4,213.1,0.281,0.294,0.271,20.086,26.671,22.386,82.0
2010-W39,2010,39,2010-09-27,2010-10-03,0.0,0.0,48.2,159.5,0.095,0.237,0.259,20.557,28.114,23.286,76.429
2010-W40,2010,40,2010-10-04,2010-10-10,3.6,3.6,28.2,155.8,0.111,0.24,0.224,20.314,28.4,23.186,75.286
2010-W41,2010,41,2010-10-11,2010-10-17,8.3,8.3,17.6,142.6,0.071,0.153,0.229,21.071,29.214,23.814,75.571
2010-W42,2010,42,2010-10-18,2010-10-24,23.4,23.4,35.3,164.3,0.192,0.162,0.254,20.1,27.471,22.814,79.286
2010-W43,2010,43,2010-10-25,2010-10-31,1.6,1.6,36.9,161.7,0.184,0.169,0.252,20.043,28.243,22.914,76.429
2010-W44,2010,44,2010-11-01,2010-11-07,1.0,1.0,34.3,155.8,0.155,0.075,0.252,19.471,28.414,22.686,74.286
2010-W45,2010,45,2010-11-08,2010-11-14,10.2,10.2,36.2,132.3,0.04,0.109,0.257,20.114,28.329,23.1,75.429
2010-W46,2010,46,2010-11-15,2010-11-21,11.5,11.5,24.3,138.4,0.068,0.139,0.266,20.914,27.829,23.457,79.714
2010-W47,2010,47,2010-11-22,2010-11-28,8.2,8.2,30.9,130.2,0.013,0.2,0.257,20.4,28.857,23.357,75.143
2010-W48,2010,48,2010-11-29,2010-12-05,0.0,0.0,29.9,116.0,-0.051,0.225,0.259,20.6,28.229,23.271,75.429
2010-W49,2010,49,2010-12-06,2010-12-12,4.9,4.9,24.6,97.3,-0.221,0.116,0.257,21.6,28.871,24.229,76.0
2010-W50,2010,50,2010-12-13,2010-12-19,5.4,5.4,18.5,83.8,-0.38,0.037,0.223,21.814,27.786,24.0,77.286
2010-W51,2010,51,2010-12-20,2010-12-26,44.1,44.1,54.4,122.2,-0.071,0.094,0.255,22.043,26.329,23.643,86.286
2010-W52,2010,52,2010-12-27,2011-01-02,50.1,50.1,104.5,172.3,0.183,0.057,0.301,22.214,27.443,24.143,86.0
2011-W01,2011,1,2011-01-03,2011-01-09,44.1,44.1,143.7,212.8,0.276,0.114,0.357,22.071,27.457,24.071,83.714
2011-W02,2011,2,2011-01-10,2011-01-16,8.8,8.8,147.1,213.3,0.11,-0.009,0.23,22.814,28.143,24.786,83.0
2011-W03,2011,3,2011-01-17,2011-01-23,34.2,34.2,137.2,224.1,-0.094,-0.06,0.208,23.086,28.4,25.057,84.0
2011-W04,2011,4,2011-01-24,2011-01-30,160.2,160.2,247.3,382.7,0.354,0.215,0.347,22.886,27.043,24.229,89.143
2011-W05,2011,5,2011-01-31,2011-02-06,56.2,56.2,259.4,437.9,0.262,0.153,0.31,22.957,27.3,24.571,88.571
2011-W06,2011,6,2011-02-07,2011-02-13,53.4,53.4,304.0,481.1,0.134,0.02,0.174,22.386,27.386,24.414,86.714
2011-W07,2011,7,2011-02-14,2011-02-20,46.4,46.4,316.2,516.0,-0.044,-0.095,0.093,23.357,28.914,25.486,86.714
2011-W08,2011,8,2011-02-21,2011-02-27,9.0,9.0,165.0,516.8,-0.332,-0.336,0.048,23.343,29.486,25.786,80.0
2011-W09,2011,9,2011-02-28,2011-03-06,9.4,9.4,118.2,526.2,-0.573,-0.556,-0.094,23.357,29.857,25.929,80.714
2011-W10,2011,10,2011-03-07,2011-03-13,8.0,8.0,72.8,529.3,-0.867,-0.845,-0.166,23.2,29.6,25.929,81.0
2011-W11,2011,11,2011-03-14,2011-03-20,33.2,33.2,59.6,557.1,-0.95,-0.933,-0.278,23.471,28.614,25.471,81.429
2011-W12,2011,12,2011-03-21,2011-03-27,5.8,5.8,56.4,518.8,-1.249,-1.064,-0.412,23.229,29.814,25.929,77.857
2011-W13,2011,13,2011-03-28,2011-04-03,75.1,75.1,122.1,543.8,-1.271,-0.954,-0.432,22.957,28.929,25.229,84.286
2011-W14,2011,14,2011-04-04,2011-04-10,81.2,81.2,195.3,580.9,-1.17,-0.864,-0.421,23.186,28.157,25.1,87.429
2011-W15,2011,15,2011-04-11,2011-04-17,75.8,75.8,237.9,647.9,-0.978,-0.768,-0.454,23.171,28.571,25.286,85.429
2011-W16,2011,16,2011-04-18,2011-04-24,68.4,68.4,300.5,682.1,-0.892,-0.755,-0.471,22.871,28.457,24.971,86.714
2011-W17,2011,17,2011-04-25,2011-05-01,37.5,37.5,262.9,559.4,-1.222,-0.735,-0.484,23.5,28.971,25.657,83.857
2011-W18,2011,18,2011-05-02,2011-05-08,33.6,33.6,215.3,536.8,-1.149,-0.721,-0.552,23.557,29.014,25.429,85.857
2011-W19,2011,19,2011-05-09,2011-05-15,33.6,33.6,173.1,517.0,-1.116,-0.733,-0.552,23.243,28.786,25.457,84.714
2011-W20,2011,20,2011-05-16,2011-05-22,0.3,0.3,105.0,470.9,-1.121,-0.778,-0.572,22.471,28.771,25.014,80.571
2011-W21,2011,21,2011-05-23,2011-05-29,13.0,13.0,80.5,474.9,-0.911,-0.802,-0.552,22.214,27.543,24.286,83.286
2011-W22,2011,22,2011-05-30,2011-06-05,19.3,19.3,66.2,484.8,-0.677,-0.786,-0.536,22.3,27.429,24.329,86.286
2011-W23,2011,23,2011-06-06,2011-06-12,9.2,9.2,41.8,486.0,-0.448,-0.793,-0.602,22.4,27.543,24.329,84.571
2011-W24,2011,24,2011-06-13,2011-06-19,43.2,43.2,84.7,496.0,-0.252,-0.748,-0.593,22.186,27.386,24.129,86.286
2011-W25,2011,25,2011-06-20,2011-06-26,44.9,44.9,116.6,535.1,0.012,-0.751,-0.57,22.3,26.743,24.029,87.286
2011-W26,2011,26,2011-06-27,2011-07-03,23.7,23.7,121.0,483.7,-0.025,-0.804,-0.609,21.857,27.314,23.886,84.571
2011-W27,2011,27,2011-07-04,2011-07-10,13.9,13.9,125.7,416.4,-0.059,-0.809,-0.599,21.714,27.257,23.743,84.0
2011-W28,2011,28,2011-07-11,2011-07-17,36.0,36.0,118.5,376.6,-0.076,-0.715,-0.58,21.157,25.971,23.129,87.429
2011-W29,2011,29,2011-07-18,2011-07-24,20.6,20.6,94.2,328.8,-0.029,-0.685,-0.552,22.157,27.3,24.014,85.286
2011-W30,2011,30,2011-07-25,2011-07-31,17.4,17.4,87.9,308.7,0.047,-0.882,-0.534,21.057,26.343,23.057,84.143
2011-W31,2011,31,2011-08-01,2011-08-07,1.2,1.2,75.2,276.3,0.044,-0.869,-0.541,20.743,27.214,23.157,81.143
2011-W32,2011,32,2011-08-08,2011-08-14,1.3,1.3,40.5,244.0,0.048,-0.855,-0.586,21.371,27.486,23.529,79.714
2011-W33,2011,33,2011-08-15,2011-08-21,5.6,5.6,25.5,249.3,0.169,-0.814,-0.587,20.929,27.214,23.257,79.857
2011-W34,2011,34,2011-08-22,2011-08-28,2.2,2.2,10.3,238.5,0.201,-0.65,-0.608,20.886,27.829,23.243,78.857
2011-W35,2011,35,2011-08-29,2011-09-04,3.8,3.8,12.9,223.0,0.192,-0.488,-0.622,20.443,27.671,22.857,78.571
2011-W36,2011,36,2011-09-05,2011-09-11,6.0,6.0,17.6,219.8,0.225,-0.325,-0.661,20.443,28.1,23.343,76.429
2011-W37,2011,37,2011-09-12,2011-09-18,26.3,26.3,38.3,202.9,0.187,-0.193,-0.651,20.343,27.371,22.871,81.714
2011-W38,2011,38,2011-09-19,2011-09-25,21.5,21.5,57.6,179.5,0.146,-0.032,-0.63,20.057,27.514,22.743,81.714
2011-W39,2011,39,2011-09-26,2011-10-02,39.2,39.2,93.0,195.0,0.247,-0.003,-0.578,20.329,27.657,22.929,82.0
2011-W40,2011,40,2011-10-03,2011-10-09,6.1,6.1,93.1,187.2,0.249,-0.014,-0.574,20.057,27.886,23.071,78.714
2011-W41,2011,41,2011-10-10,2011-10-16,0.5,0.5,67.3,151.7,0.117,-0.072,-0.586,20.1,27.7,23.057,74.571
2011-W42,2011,42,2011-10-17,2011-10-23,0.0,0.0,45.8,131.1,0.02,-0.063,-0.615,19.243,28.214,22.529,72.286
2011-W43,2011,43,2011-10-24,2011-10-30,16.4,16.4,23.0,130.1,0.01,-0.006,-0.592,20.686,27.886,23.243,77.857
2011-W44,2011,44,2011-10-31,2011-11-06,1.2,1.2,18.1,130.1,0.007,-0.004,-0.595,20.9,28.186,23.443,77.0
2011-W45,2011,45,2011-11-07,2011-11-13,14.7,14.7,32.3,143.5,0.108,0.042,-0.593,20.714,28.0,23.429,80.571
2011-W46,2011,46,2011-11-14,2011-11-20,0.1,0.1,32.4,138.0,0.065,0.1,-0.606,20.671,29.214,23.929,73.571
2011-W47,2011,47,2011-11-21,2011-11-27,0.6,0.6,16.6,136.4,0.055,0.113,-0.616,20.243,29.371,23.643,72.0
2011-W48,2011,48,2011-11-28,2011-12-04,2.9,2.9,18.3,135.5,0.086,0.113,-0.608,21.471,30.029,24.657,70.286
2011-W49,2011,49,2011-12-05,2011-12-11,0.0,0.0,3.6,129.5,0.036,0.121,-0.612,22.071,30.914,25.457,68.143
2011-W50,2011,50,2011-12-12,2011-12-18,10.4,10.4,13.9,113.6,-0.107,0.034,-0.612,21.971,29.4,24.829,73.286
2011-W51,2011,51,2011-12-19,2011-12-25,19.4,19.4,32.7,111.5,-0.158,-0.04,-0.649,22.157,28.357,24.557,79.571
2011-W52,2011,52,2011-12-26,2012-01-01,25.0,25.0,54.8,97.3,-0.371,-0.064,-0.684,22.971,28.457,24.857,83.143
2012-W01,2012,1,2012-01-02,2012-01-08,91.6,91.6,146.4,182.8,0.104,0.118,-0.599,22.829,26.886,24.443,87.429
2012-W02,2012,2,2012-01-09,2012-01-15,111.9,111.9,247.9,294.2,0.513,0.252,-0.466,23.171,27.1,24.5,89.714
2012-W03,2012,3,2012-01-16,2012-01-22,73.8,73.8,302.3,368.0,0.556,0.254,-0.412,23.286,27.471,24.829,87.429
2012-W04,2012,4,2012-01-23,2012-01-29,78.3,78.3,355.6,429.9,0.529,0.255,-0.53,22.871,26.4,24.243,89.143
2012-W05,2012,5,2012-01-30,2012-02-05,109.4,109.4,373.4,538.1,0.608,0.337,-0.456,22.2,25.9,23.7,89.857
2012-W06,2012,6,2012-02-06,2012-02-12,164.1,164.1,425.6,687.5,0.791,0.535,-0.299,22.529,27.4,24.386,90.286
2012-W07,2012,7,2012-02-13,2012-02-19,108.8,108.8,460.6,796.2,0.82,0.564,-0.233,23.171,28.3,25.086,88.429
2012-W08,2012,8,2012-02-20,2012-02-26,172.1,172.1,554.4,967.7,1.025,0.744,-0.045,22.786,27.286,24.429,90.0
2012-W09,2012,9,2012-02-27,2012-03-04,182.9,182.9,627.9,1147.7,1.2,0.91,0.15,23.129,28.586,25.171,89.0
2012-W10,2012,10,2012-03-05,2012-03-11,109.3,109.3,573.1,1257.0,1.183,0.905,0.26,23.329,27.629,24.986,90.571
2012-W11,2012,11,2012-03-12,2012-03-18,134.4,134.4,598.7,1381.0,1.243,0.929,0.379,23.2,28.629,25.071,89.571
2012-W12,2012,12,2012-03-19,2012-03-25,132.9,132.9,559.5,1494.5,1.302,0.985,0.5,23.471,28.786,25.386,88.143
2012-W13,2012,13,2012-03-26,2012-04-01,35.6,35.6,412.2,1505.1,1.251,0.872,0.458,23.643,29.114,25.614,85.714
2012-W14,2012,14,2012-04-02,2012-04-08,170.5,170.5,473.4,1584.0,1.317,1.001,0.548,23.3,28.257,25.171,88.429
2012-W15,2012,15,2012-04-09,2012-04-15,50.3,50.3,389.3,1522.4,1.142,0.968,0.519,23.886,30.043,26.229,85.714
2012-W16,2012,16,2012-04-16,2012-04-22,34.3,34.3,290.7,1482.9,1.059,0.906,0.485,23.986,28.886,25.857,85.857
2012-W17,2012,17,2012-04-23,2012-04-29,91.8,91.8,346.9,1496.4,1.071,0.919,0.534,23.414,28.557,25.286,88.143
2012-W18,2012,18,2012-04-30,2012-05-06,72.3,72.3,248.7,1459.3,1.029,0.932,0.563,22.8,27.929,24.8,88.0
2012-W19,2012,19,2012-05-07,2012-05-13,81.5,81.5,279.9,1376.7,0.961,0.958,0.608,22.843,27.957,24.843,86.857
2012-W20,2012,20,2012-05-14,2012-05-20,52.0,52.0,297.6,1319.9,0.961,0.961,0.656,22.914,27.629,24.743,87.571
2012-W21,2012,21,2012-05-21,2012-05-27,60.6,60.6,266.4,1208.4,0.854,0.99,0.694,23.314,27.929,25.086,88.429
2012-W22,2012,22,2012-05-28,2012-06-03,72.2,72.2,266.3,1097.7,0.778,1.042,0.744,22.857,28.414,24.914,87.429
2012-W23,2012,23,2012-06-04,2012-06-10,1.7,1.7,186.5,990.1,0.736,1.012,0.73,22.857,28.571,25.129,83.714
2012-W24,2012,24,2012-06-11,2012-06-17,10.1,10.1,144.6,865.8,0.636,1.011,0.699,22.314,27.657,24.371,84.429
2012-W25,2012,25,2012-06-18,2012-06-24,37.9,37.9,121.9,770.8,0.569,1.021,0.686,22.529,27.143,24.329,88.0
