semana_id,anio_epi,semana,fecha_inicio,fecha_fin,precipitacion_mm,precip_7d,precip_30d,precip_90d,spi3,spi6,spi12,tmin,tmax,tmean,humedad
2003-W12,2003,12,2003-03-17,2003-03-23,42.5,42.5,329.4,1033.6,0.309,0.699,0.689,23.8,29.8,26.114,85.857
2003-W13,2003,13,2003-03-24,2003-03-30,18.1,18.1,276.8,989.4,0.108,0.567,0.604,23.271,28.743,25.429,84.0
2003-W14,2003,14,2003-03-31,2003-04-06,17.0,17.0,228.3,930.0,-0.105,0.414,0.339,23.457,29.086,25.571,84.714
2003-W15,2003,15,2003-04-07,2003-04-13,55.5,55.5,133.1,912.5,-0.199,0.369,0.352,23.557,29.057,25.671,83.857
2003-W16,2003,16,2003-04-14,2003-04-20,70.2,70.2,160.8,872.0,-0.328,0.34,0.293,23.143,28.671,25.286,85.429
2003-W17,2003,17,2003-04-21,2003-04-27,30.0,30.0,172.7,868.3,-0.287,0.256,0.244,22.343,27.829,24.586,85.714
2003-W18,2003,18,2003-04-28,2003-05-04,42.6,42.6,198.3,859.6,-0.211,0.25,0.2,22.786,28.429,25.029,85.0
2003-W19,2003,19,2003-05-05,2003-05-11,50.1,50.1,192.9,869.1,-0.097,0.254,0.173,22.5,26.857,24.343,87.571
2003-W20,2003,20,2003-05-12,2003-05-18,52.1,52.1,174.8,721.5,-0.342,0.217,0.189,22.314,27.129,24.2,88.429
2003-W21,2003,21,2003-05-19,2003-05-25,13.2,13.2,158.0,678.2,-0.3,0.075,0.198,22.443,27.1,24.3,87.143
2003-W22,2003,22,2003-05-26,2003-06-01,43.6,43.6,159.0,651.1,-0.196,0.036,0.24,22.157,26.914,24.014,87.429
2003-W23,2003,23,2003-06-02,2003-06-08,30.5,30.5,139.4,616.1,-0.084,0.025,0.237,21.157,26.7,23.4,85.571
2003-W24,2003,24,2003-06-09,2003-06-15,19.4,19.4,106.7,484.8,-0.285,0.03,0.213,20.3,25.671,22.5,84.857
2003-W25,2003,25,2003-06-16,2003-06-22,20.8,20.8,114.3,463.1,-0.19,0.006,0.212,20.357,26.0,22.6,86.286
2003-W26,2003,26,2003-06-23,2003-06-29,39.1,39.1,109.8,484.1,-0.024,-0.021,0.251,20.429,25.914,22.486,87.571
2003-W27,2003,27,2003-06-30,2003-07-06,35.0,35.0,114.3,502.1,0.19,-0.03,0.289,21.043,26.386,23.057,86.143
2003-W28,2003,28,2003-07-07,2003-07-13,30.9,30.9,125.8,477.5,0.23,-0.069,0.299,20.729,25.886,22.686,86.571
2003-W29,2003,29,2003-07-14,2003-07-20,2.2,2.2,107.2,409.5,0.214,-0.185,0.29,20.186,26.671,22.629,81.714
2003-W30,2003,30,2003-07-21,2003-07-27,8.8,8.8,76.9,388.3,0.286,-0.139,0.268,20.157,27.229,22.7,81.429
2003-W31,2003,31,2003-07-28,2003-08-03,26.6,26.6,68.5,372.3,0.352,-0.067,0.263,20.157,26.614,22.586,83.286
2003-W32,2003,32,2003-08-04,2003-08-10,23.0,23.0,60.6,345.2,0.382,0.019,0.282,20.957,26.657,23.043,83.143
2003-W33,2003,33,2003-08-11,2003-08-17,46.3,46.3,104.7,339.4,0.459,-0.116,0.322,20.629,26.971,22.9,85.143
2003-W34,2003,34,2003-08-18,2003-08-24,6.1,6.1,102.0,332.3,0.515,-0.059,0.319,21.414,27.2,23.514,82.571
2003-W35,2003,35,2003-08-25,2003-08-31,8.0,8.0,83.4,296.7,0.455,-0.021,0.325,20.586,26.957,22.786,82.143
2003-W36,2003,36,2003-09-01,2003-09-07,12.2,12.2,72.6,278.4,0.433,0.031,0.303,20.486,27.5,22.914,82.0
2003-W37,2003,37,2003-09-08,2003-09-14,13.2,13.2,39.5,272.2,0.44,-0.082,0.308,20.257,27.429,22.757,81.714
2003-W38,2003,38,2003-09-15,2003-09-21,20.8,20.8,54.2,272.2,0.487,0.006,0.31,19.671,26.714,22.157,82.429
2003-W39,2003,39,2003-09-22,2003-09-28,6.6,6.6,52.8,239.7,0.414,0.08,0.281,20.257,27.643,22.871,81.286
2003-W40,2003,40,2003-09-29,2003-10-05,19.4,19.4,60.0,224.1,0.391,0.213,0.27,20.143,26.814,22.429,83.429
2003-W41,2003,41,2003-10-06,2003-10-12,1.9,1.9,48.7,195.1,0.312,0.21,0.243,20.557,26.757,22.757,81.714
2003-W42,2003,42,2003-10-13,2003-10-19,25.4,25.4,53.3,218.3,0.427,0.261,0.245,21.314,27.3,23.471,83.429
2003-W43,2003,43,2003-10-20,2003-10-26,19.4,19.4,66.1,228.9,0.487,0.337,0.231,21.857,27.7,23.957,83.143
2003-W44,2003,44,2003-10-27,2003-11-02,0.4,0.4,47.1,202.7,0.386,0.34,0.229,21.6,27.957,24.0,80.143
2003-W45,2003,45,2003-11-03,2003-11-09,1.1,1.1,46.3,180.8,0.31,0.333,0.221,21.4,27.986,23.871,78.857
2003-W46,2003,46,2003-11-10,2003-11-16,11.2,11.2,32.1,145.7,0.114,0.315,0.185,21.643,27.457,23.829,81.143
2003-W47,2003,47,2003-11-17,2003-11-23,15.7,15.7,28.4,155.3,0.174,0.369,0.116,21.371,27.586,23.629,82.286
2003-W48,2003,48,2003-11-24,2003-11-30,21.9,21.9,49.9,169.2,0.293,0.368,0.086,21.514,27.357,23.7,83.143
2003-W49,2003,49,2003-12-01,2003-12-07,0.0,0.0,48.8,157.0,0.222,0.336,0.064,21.686,28.343,24.286,80.143
2003-W50,2003,50,2003-12-08,2003-12-14,4.5,4.5,42.1,148.3,0.155,0.312,0.062,22.129,28.2,24.457,80.0
2003-W51,2003,51,2003-12-15,2003-12-21,83.4,83.4,109.8,210.9,0.504,0.469,0.115,22.143,27.686,24.071,87.857
2003-W52,2003,52,2003-12-22,2003-12-28,68.0,68.0,155.9,272.3,0.707,0.511,0.121,22.771,27.657,24.6,88.571
2004-W01,2004,1,2003-12-29,2004-01-04,15.2,15.2,171.1,268.1,0.554,0.437,0.087,22.786,27.657,24.586,86.0
2004-W02,2004,2,2004-01-05,2004-01-11,52.8,52.8,219.4,319.0,0.622,0.427,0.069,23.214,27.471,24.729,88.143
2004-W03,2004,3,2004-01-12,2004-01-18,2.6,2.6,138.6,296.2,0.259,0.294,-0.057,23.086,29.414,25.557,80.857
2004-W04,2004,4,2004-01-19,2004-01-25,2.8,2.8,73.4,279.6,-0.086,0.12,-0.104,22.7,28.886,25.071,79.286
2004-W05,2004,5,2004-01-26,2004-02-01,4.6,4.6,62.8,283.8,-0.394,-0.14,-0.153,22.457,27.9,24.6,79.714
2004-W06,2004,6,2004-02-02,2004-02-08,73.6,73.6,83.6,356.3,-0.361,-0.189,-0.106,22.586,27.786,24.486,86.0
2004-W07,2004,7,2004-02-09,2004-02-15,156.7,156.7,237.7,501.8,-0.096,-0.113,-0.166,22.943,27.5,24.657,89.714
2004-W08,2004,8,2004-02-16,2004-02-22,121.5,121.5,356.4,607.6,-0.009,-0.023,-0.098,23.343,27.714,25.086,90.0
2004-W09,2004,9,2004-02-23,2004-02-29,56.6,56.6,408.4,642.3,-0.162,-0.097,-0.121,23.714,28.6,25.557,85.857
2004-W10,2004,10,2004-03-01,2004-03-07,106.8,106.8,441.6,749.1,-0.114,-0.088,-0.078,22.557,27.843,24.571,87.571
2004-W11,2004,11,2004-03-08,2004-03-14,75.0,75.0,359.9,819.6,-0.097,-0.091,-0.165,22.743,28.629,25.0,86.429
2004-W12,2004,12,2004-03-15,2004-03-21,65.9,65.9,304.3,802.1,-0.304,-0.12,-0.149,23.357,28.143,25.157,87.286
2004-W13,2004,13,2004-03-22,2004-03-28,74.1,74.1,321.8,808.2,-0.387,-0.082,-0.08,23.343,28.343,25.314,87.0
2004-W14,2004,14,2004-03-29,2004-04-04,83.3,83.3,298.3,876.3,-0.248,-0.072,0.002,23.686,29.271,25.786,87.0
2004-W15,2004,15,2004-04-05,2004-04-11,45.8,45.8,269.1,869.3,-0.315,-0.071,-0.004,23.286,29.071,25.357,84.857
2004-W16,2004,16,2004-04-12,2004-04-18,42.7,42.7,245.9,909.4,-0.227,-0.137,-0.029,23.5,29.314,25.786,83.286
2004-W17,2004,17,2004-04-19,2004-04-25,72.7,72.7,244.5,979.3,-0.008,-0.111,0.02,23.414,28.1,25.043,87.857
2004-W18,2004,18,2004-04-26,2004-05-02,37.1,37.1,198.3,1011.8,0.147,-0.112,0.011,22.986,28.286,24.7,85.286
2004-W19,2004,19,2004-05-03,2004-05-09,41.3,41.3,193.8,979.5,0.162,-0.103,0.001,22.886,28.257,24.871,86.429
2004-W20,2004,20,2004-05-10,2004-05-16,35.1,35.1,186.2,857.9,0.005,-0.1,-0.012,22.843,28.243,24.786,85.429
2004-W21,2004,21,2004-05-17,2004-05-23,62.1,62.1,175.6,798.5,0.004,-0.063,0.042,21.9,26.586,23.729,89.143
2004-W22,2004,22,2004-05-24,2004-05-30,76.4,76.4,214.9,818.3,0.21,-0.002,0.08,22.029,26.514,23.714,88.571
2004-W23,2004,23,2004-05-31,2004-06-06,49.9,49.9,223.5,761.4,0.266,0.05,0.099,21.314,26.771,23.4,86.143
2004-W24,2004,24,2004-06-07,2004-06-13,10.6,10.6,199.0,697.0,0.271,0.044,0.088,21.171,26.829,23.186,83.286
2004-W25,2004,25,2004-06-14,2004-06-20,3.2,3.2,140.1,634.3,0.263,-0.087,0.065,20.443,27.129,22.857,81.714
2004-W26,2004,26,2004-06-21,2004-06-27,9.7,9.7,73.4,569.9,0.209,-0.173,0.036,20.2,26.171,22.286,82.429
2004-W27,2004,27,2004-06-28,2004-07-04,21.1,21.1,44.6,507.7,0.206,-0.108,0.025,20.471,26.129,22.586,85.143
2004-W28,2004,28,2004-07-05,2004-07-11,17.5,17.5,51.5,479.4,0.235,-0.136,0.008,20.414,25.857,22.443,84.857
2004-W29,2004,29,2004-07-12,2004-07-18,27.3,27.3,75.6,464.0,0.361,-0.032,0.036,20.086,25.243,22.029,85.286
2004-W30,2004,30,2004-07-19,2004-07-25,27.4,27.4,93.3,418.7,0.369,0.091,0.055,20.214,26.286,22.486,84.714
2004-W31,2004,31,2004-07-26,2004-08-01,8.9,8.9,81.1,390.5,0.404,0.206,0.037,20.529,26.886,22.814,82.429
2004-W32,2004,32,2004-08-02,2004-08-08,1.8,1.8,65.4,351.0,0.399,0.206,0.014,20.571,27.214,22.9,80.0
2004-W33,2004,33,2004-08-09,2004-08-15,1.6,1.6,39.7,317.5,0.394,0.083,-0.037,20.157,27.757,22.829,77.143
2004-W34,2004,34,2004-08-16,2004-08-22,5.2,5.2,17.5,260.6,0.282,0.026,-0.037,20.614,27.529,23.1,78.429
2004-W35,2004,35,2004-08-23,2004-08-29,11.8,11.8,20.4,196.0,0.081,0.094,-0.033,19.557,26.843,22.286,79.571
2004-W36,2004,36,2004-08-30,2004-09-05,44.3,44.3,62.9,190.4,0.106,0.128,-0.017,19.471,26.729,22.029,82.714
2004-W37,2004,37,2004-09-06,2004-09-12,26.5,26.5,87.8,206.3,0.201,0.175,-0.003,20.229,26.543,22.514,83.571
2004-W38,2004,38,2004-09-13,2004-09-19,20.6,20.6,103.2,223.7,0.321,0.217,-0.002,20.843,27.557,23.257,82.0
2004-W39,2004,39,2004-09-20,2004-09-26,8.1,8.1,99.5,222.1,0.351,0.198,-0.003,21.443,28.329,23.829,79.714
2004-W40,2004,40,2004-09-27,2004-10-03,10.4,10.4,65.6,211.4,0.344,0.2,-0.011,20.871,27.671,23.243,80.429
2004-W41,2004,41,2004-10-04,2004-10-10,28.6,28.6,67.7,222.5,0.42,0.262,0.017,20.829,27.329,23.257,83.571
2004-W42,2004,42,2004-10-11,2004-10-17,2.2,2.2,49.3,197.4,0.342,0.319,-0.007,21.029,27.943,23.529,78.857
2004-W43,2004,43,2004-10-18,2004-10-24,5.7,5.7,46.9,175.7,0.253,0.297,-0.021,20.857,27.486,23.371,79.857
2004-W44,2004,44,2004-10-25,2004-10-31,1.9,1.9,38.4,168.7,0.222,0.311,-0.021,21.514,28.057,24.0,78.0
2004-W45,2004,45,2004-11-01,2004-11-07,4.8,4.8,14.6,171.7,0.264,0.327,-0.018,21.714,28.529,24.086,77.0
2004-W46,2004,46,2004-11-08,2004-11-14,0.8,0.8,13.2,170.9,0.261,0.321,-0.028,22.3,29.057,24.829,75.286
2004-W47,2004,47,2004-11-15,2004-11-21,4.0,4.0,11.5,169.7,0.258,0.245,-0.041,21.4,29.586,24.3,74.571
2004-W48,2004,48,2004-11-22,2004-11-28,4.6,4.6,14.2,162.5,0.254,0.113,-0.058,21.643,29.014,24.314,75.286
2004-W49,2004,49,2004-11-29,2004-12-05,12.7,12.7,22.1,130.9,0.046,0.044,-0.042,21.843,29.557,24.557,76.143
2004-W50,2004,50,2004-12-06,2004-12-12,7.5,7.5,28.8,111.9,-0.121,0.039,-0.041,21.729,29.486,24.514,76.714
2004-W51,2004,51,2004-12-13,2004-12-19,10.4,10.4,35.2,101.7,-0.243,0.065,-0.126,22.343,29.043,24.829,77.286
2004-W52,2004,52,2004-12-20,2004-12-26,1.3,1.3,31.9,94.9,-0.393,0.013,-0.203,23.357,31.029,26.214,72.714
2004-W53,2004,53,2004-12-27,2005-01-02,0.9,0.9,20.1,85.4,,,,23.2,30.9,26.086,70.143
2005-W01,2005,1,2005-01-03,2005-01-09,32.5,32.5,45.1,89.3,-0.606,-0.059,-0.218,23.071,29.929,25.471,79.714
2005-W02,2005,2,2005-01-10,2005-01-16,21.4,21.4,56.1,108.5,-0.616,-0.173,-0.197,23.514,29.086,25.686,83.286
2005-W03,2005,3,2005-01-17,2005-01-23,2.9,2.9,57.7,105.7,-0.906,-0.429,-0.197,23.671,30.8,26.514,76.0
2005-W04,2005,4,2005-01-24,2005-01-30,7.4,7.4,64.2,111.2,-1.159,-0.631,-0.203,23.557,29.886,25.943,77.857
2005-W05,2005,5,2005-01-31,2005-02-06,30.3,30.3,62.0,136.7,-1.321,-0.747,-0.252,23.057,27.786,24.671,85.429
2005-W06,2005,6,2005-02-07,2005-02-13,27.8,27.8,68.4,163.7,-1.451,-0.869,-0.404,23.243,28.329,24.971,85.429
2005-W07,2005,7,2005-02-14,2005-02-20,39.0,39.0,104.5,198.7,-1.575,-1.012,-0.529,23.243,28.3,25.071,85.143
2005-W08,2005,8,2005-02-21,2005-02-27,16.9,16.9,114.0,211.0,-1.86,-1.27,-0.599,23.443,29.514,25.686,81.571
2005-W09,2005,9,2005-02-28,2005-03-06,58.6,58.6,142.3,256.9,-1.859,-1.439,-0.682,23.229,28.171,25.071,85.571
2005-W10,2005,10,2005-03-07,2005-03-13,87.7,87.7,202.2,337.1,-1.734,-1.458,-0.678,23.157,28.529,25.271,86.571
2005-W11,2005,11,2005-03-14,2005-03-20,28.9,28.9,192.1,355.6,-1.824,-1.548,-0.729,23.357,28.914,25.543,84.571
2005-W12,2005,12,2005-03-21,2005-03-27,49.2,49.2,224.4,403.5,-1.741,-1.53,-0.782,23.0,28.443,25.1,84.429
2005-W13,2005,13,2005-03-28,2005-04-03,33.3,33.3,199.1,435.9,-1.72,-1.557,-0.859,23.529,28.2,25.343,85.0
2005-W14,2005,14,2005-04-04,2005-04-10,83.5,83.5,194.9,486.9,-1.532,-1.487,-0.793,22.786,28.143,24.829,87.429
2005-W15,2005,15,2005-04-11,2005-04-17,98.6,98.6,264.6,564.1,-1.271,-1.257,-0.692,23.5,28.914,25.5,88.286
2005-W16,2005,16,2005-04-18,2005-04-24,122.1,122.1,337.5,683.3,-0.888,-1.035,-0.603,24.071,28.7,25.843,88.0
2005-W17,2005,17,2005-04-25,2005-05-01,24.5,24.5,328.7,700.4,-0.76,-1.035,-0.616,24.171,29.114,26.086,85.571
2005-W18,2005,18,2005-05-02,2005-05-08,8.3,8.3,253.5,678.4,-0.7,-1.078,-0.661,23.171,28.586,25.343,82.571
2005-W19,2005,19,2005-05-09,2005-05-15,33.2,33.2,188.1,683.8,-0.588,-1.062,-0.662,22.614,28.386,24.8,85.571
2005-W20,2005,20,2005-05-16,2005-05-22,0.2,0.2,66.2,645.0,-0.557,-1.086,-0.736,22.614,28.386,24.886,82.286
2005-W21,2005,21,2005-05-23,2005-05-29,0.6,0.6,42.3,628.7,-0.435,-1.127,-0.842,21.071,28.443,23.9,79.143
2005-W22,2005,22,2005-05-30,2005-06-05,42.7,42.7,76.7,612.8,-0.298,-1.081,-0.853,21.386,27.843,23.743,83.0
2005-W23,2005,23,2005-06-06,2005-06-12,22.5,22.5,66.0,547.6,-0.268,-1.062,-0.829,21.157,27.614,23.6,83.143
2005-W24,2005,24,2005-06-13,2005-06-19,16.7,16.7,82.5,535.4,-0.139,-1.081,-0.811,20.514,27.471,23.043,82.429
2005-W25,2005,25,2005-06-20,2005-06-26,20.7,20.7,102.6,506.9,-0.065,-1.043,-0.796,20.629,27.1,23.0,84.143
2005-W26,2005,26,2005-06-27,2005-07-03,47.0,47.0,106.9,520.6,0.078,-0.949,-0.758,20.429,27.157,22.9,85.714
2005-W27,2005,27,2005-07-04,2005-07-10,3.7,3.7,88.1,440.8,0.015,-0.954,-0.778,20.957,27.914,23.457,80.857
2005-W28,2005,28,2005-07-11,2005-07-17,1.2,1.2,72.6,343.4,-0.189,-0.956,-0.817,20.614,27.286,23.014,80.143
2005-W29,2005,29,2005-07-18,2005-07-24,13.3,13.3,65.2,234.6,-0.372,-0.878,-0.834,20.243,27.514,22.814,80.429
2005-W30,2005,30,2005-07-25,2005-07-31,1.6,1.6,19.8,211.7,-0.311,-0.787,-0.844,20.857,28.357,23.471,78.571
2005-W31,2005,31,2005-08-01,2005-08-07,5.7,5.7,21.8,209.1,-0.218,-0.709,-0.838,21.286,29.014,23.9,78.0
2005-W32,2005,32,2005-08-08,2005-08-14,17.6,17.6,38.2,193.5,-0.156,-0.603,-0.816,21.186,27.443,23.414,80.571
2005-W33,2005,33,2005-08-15,2005-08-21,10.1,10.1,35.0,203.4,-0.007,-0.529,-0.81,20.843,27.271,23.043,80.429
2005-W34,2005,34,2005-08-22,2005-08-28,11.5,11.5,44.9,214.3,0.107,-0.374,-0.812,19.943,26.743,22.214,81.286
2005-W35,2005,35,2005-08-29,2005-09-04,12.0,12.0,51.2,183.6,0.026,-0.304,-0.861,20.014,27.486,22.543,80.143
2005-W36,2005,36,2005-09-05,2005-09-11,15.2,15.2,48.8,176.3,0.045,-0.288,-0.89,20.043,28.7,22.971,79.714
2005-W37,2005,37,2005-09-12,2005-09-18,3.3,3.3,42.0,162.9,0.013,-0.194,-0.917,20.814,28.629,23.529,77.429
2005-W38,2005,38,2005-09-19,2005-09-25,3.8,3.8,34.3,146.0,-0.008,-0.15,-0.924,20.543,27.286,22.9,78.0
2005-W39,2005,39,2005-09-26,2005-10-02,1.1,1.1,23.4,100.1,-0.224,-0.116,-0.94,20.657,28.371,23.414,77.286
2005-W40,2005,40,2005-10-03,2005-10-09,13.0,13.0,21.2,109.4,-0.132,-0.122,-0.964,20.743,26.4,22.743,81.143
2005-W41,2005,41,2005-10-10,2005-10-16,10.6,10.6,28.5,118.8,-0.059,-0.219,-0.952,20.314,27.843,23.014,79.143
2005-W42,2005,42,2005-10-17,2005-10-23,0.9,0.9,25.6,106.4,-0.13,-0.347,-0.957,20.329,28.3,23.186,75.0
2005-W43,2005,43,2005-10-24,2005-10-30,6.8,6.8,31.3,111.6,-0.105,-0.283,-0.945,20.214,27.329,22.757,77.0
2005-W44,2005,44,2005-10-31,2005-11-06,24.1,24.1,42.4,130.0,0.007,-0.169,-0.919,20.457,27.671,22.971,81.857
2005-W45,2005,45,2005-11-07,2005-11-13,58.7,58.7,90.5,171.1,0.261,-0.013,-0.838,20.5,26.9,22.743,83.857
2005-W46,2005,46,2005-11-14,2005-11-20,0.1,0.1,89.7,161.1,0.206,0.045,-0.841,21.686,27.2,23.771,81.714
2005-W47,2005,47,2005-11-21,2005-11-27,0.0,0.0,82.9,149.6,0.139,0.086,-0.847,20.129,28.586,23.471,76.714
2005-W48,2005,48,2005-11-28,2005-12-04,0.8,0.8,59.6,138.4,0.105,0.014,-0.861,20.514,29.271,23.814,74.429
2005-W49,2005,49,2005-12-05,2005-12-11,1.3,1.3,2.2,124.5,-0.001,-0.016,-0.866,21.1,29.214,24.029,74.571
2005-W50,2005,50,2005-12-12,2005-12-18,5.0,5.0,7.1,126.2,-0.006,-0.05,-0.884,22.029,30.043,24.943,73.714
2005-W51,2005,51,2005-12-19,2005-12-25,29.2,29.2,36.3,151.6,0.144,-0.019,-0.846,22.7,28.229,24.871,80.429
2005-W52,2005,52,2005-12-26,2006-01-01,44.3,44.3,79.8,194.8,0.316,-0.056,-0.781,22.171,28.2,24.357,83.143
2006-W01,2006,1,2006-01-02,2006-01-08,9.9,9.9,88.4,191.7,0.157,-0.094,-0.799,22.443,28.5,24.829,81.143
2006-W02,2006,2,2006-01-09,2006-01-15,21.6,21.6,105.0,202.7,0.05,-0.12,-0.813,22.657,27.886,24.6,82.714
2006-W03,2006,3,2006-01-16,2006-01-22,29.1,29.1,104.9,230.9,-0.057,-0.226,-0.769,22.114,27.571,24.186,83.286
2006-W04,2006,4,2006-01-23,2006-01-29,34.3,34.3,94.9,258.4,-0.19,-0.297,-0.737,23.029,28.029,25.0,86.714
2006-W05,2006,5,2006-01-30,2006-02-05,152.1,152.1,237.1,386.4,0.063,-0.054,-0.562,22.886,26.957,24.429,89.857
2006-W06,2006,6,2006-02-06,2006-02-12,87.5,87.5,303.0,415.2,-0.115,-0.052,-0.465,23.657,28.643,25.314,88.143
2006-W07,2006,7,2006-02-13,2006-02-19,97.5,97.5,371.4,512.6,-0.056,-0.044,-0.402,23.543,27.8,25.2,89.571
2006-W08,2006,8,2006-02-20,2006-02-26,127.8,127.8,464.9,640.4,0.1,0.045,-0.271,23.586,27.757,24.929,90.0
2006-W09,2006,9,2006-02-27,2006-03-05,134.5,134.5,447.3,774.1,0.247,0.146,-0.183,23.3,28.171,25.1,89.429
2006-W10,2006,10,2006-03-06,2006-03-12,105.1,105.1,464.9,877.9,0.26,0.135,-0.17,23.371,27.886,25.186,88.429
2006-W11,2006,11,2006-03-13,2006-03-19,17.3,17.3,384.7,890.2,0.1,0.017,-0.178,23.814,29.543,26.029,82.857
2006-W12,2006,12,2006-03-20,2006-03-26,46.0,46.0,302.9,907.0,-0.013,-0.021,-0.196,23.371,29.057,25.529,84.286
2006-W13,2006,13,2006-03-27,2006-04-02,43.2,43.2,211.6,905.9,-0.112,-0.04,-0.183,23.4,29.271,25.643,84.0
2006-W14,2006,14,2006-04-03,2006-04-09,7.2,7.2,113.7,903.2,-0.176,-0.172,-0.277,23.143,29.243,25.471,80.857
2006-W15,2006,15,2006-04-10,2006-04-16,5.7,5.7,102.1,887.3,-0.266,-0.265,-0.388,22.771,29.286,25.386,79.286
2006-W16,2006,16,2006-04-17,2006-04-23,24.4,24.4,80.5,882.6,-0.299,-0.315,-0.505,22.471,28.814,24.843,81.429
2006-W17,2006,17,2006-04-24,2006-04-30,29.5,29.5,66.8,877.8,-0.262,-0.339,-0.494,22.829,28.157,24.857,85.429
2006-W18,2006,18,2006-05-01,2006-05-07,18.9,18.9,78.5,744.6,-0.512,-0.41,-0.479,22.829,28.171,24.914,85.286
2006-W19,2006,19,2006-05-08,2006-05-14,23.4,23.4,96.2,680.5,-0.598,-0.538,-0.491,22.629,28.371,24.857,84.429
2006-W20,2006,20,2006-05-15,2006-05-21,1.0,1.0,72.8,584.0,-0.741,-0.562,-0.478,22.257,28.557,24.614,79.714
2006-W21,2006,21,2006-05-22,2006-05-28,39.7,39.7,83.0,495.9,-0.84,-0.523,-0.424,21.629,27.386,23.7,85.143
2006-W22,2006,22,2006-05-29,2006-06-04,31.6,31.6,95.7,393.0,-0.994,-0.491,-0.437,21.429,27.171,23.6,85.0
2006-W23,2006,23,2006-06-05,2006-06-11,33.5,33.5,105.8,321.4,-1.024,-0.452,-0.421,21.443,27.014,23.557,85.714
2006-W24,2006,24,2006-06-12,2006-06-18,30.0,30.0,134.8,334.1,-0.793,-0.432,-0.406,21.257,26.9,23.271,85.0
2006-W25,2006,25,2006-06-19,2006-06-25,34.4,34.4,129.5,322.5,-0.66,-0.429,-0.391,21.057,27.471,23.443,84.571
2006-W26,2006,26,2006-06-26,2006-07-02,2.9,2.9,100.8,282.2,-0.715,-0.499,-0.445,20.757,28.314,23.414,80.714
2006-W27,2006,27,2006-07-03,2006-07-09,2.8,2.8,70.1,277.8,-0.552,-0.456,-0.445,21.286,28.214,23.743,80.429
2006-W28,2006,28,2006-07-10,2006-07-16,13.3,13.3,53.4,285.4,-0.406,-0.437,-0.43,21.029,28.029,23.529,79.0
2006-W29,2006,29,2006-07-17,2006-07-23,11.6,11.6,30.6,272.6,-0.224,-0.409,-0.43,21.186,27.814,23.5,79.857
2006-W30,2006,30,2006-07-24,2006-07-30,61.1,61.1,88.8,304.2,0.032,-0.268,-0.355,20.843,26.343,22.814,87.143
2006-W31,2006,31,2006-07-31,2006-08-06,4.8,4.8,90.8,290.1,0.093,-0.417,-0.356,21.271,27.557,23.371,82.0
2006-W32,2006,32,2006-08-07,2006-08-13,14.2,14.2,91.7,280.9,0.179,-0.434,-0.36,21.1,28.071,23.643,82.143
2006-W33,2006,33,2006-08-14,2006-08-20,17.7,17.7,97.8,297.6,0.332,-0.46,-0.352,21.043,27.843,23.4,81.429
2006-W34,2006,34,2006-08-21,2006-08-27,50.3,50.3,87.0,308.2,0.441,-0.454,-0.305,20.886,26.786,22.986,85.143
2006-W35,2006,35,2006-08-28,2006-09-03,32.4,32.4,114.6,309.0,0.495,-0.5,-0.28,21.214,27.914,23.586,84.571
2006-W36,2006,36,2006-09-04,2006-09-10,27.8,27.8,128.2,303.3,0.513,-0.497,-0.282,20.829,26.943,23.043,84.714
2006-W37,2006,37,2006-09-11,2006-09-17,94.2,94.2,204.7,367.5,0.726,-0.187,-0.176,20.286,26.943,22.5,88.143
2006-W38,2006,38,2006-09-18,2006-09-24,28.6,28.6,183.0,361.7,0.749,-0.089,-0.146,21.143,27.829,23.543,83.857
2006-W39,2006,39,2006-09-25,2006-10-01,26.6,26.6,177.2,385.4,0.843,-0.024,-0.119,21.1,28.086,23.529,82.286
2006-W40,2006,40,2006-10-02,2006-10-08,32.7,32.7,182.1,415.3,0.949,0.154,-0.095,21.2,27.714,23.557,84.857
2006-W41,2006,41,2006-10-09,2006-10-15,16.8,16.8,104.7,418.8,1.015,0.267,-0.09,21.6,28.143,23.986,83.857
2006-W42,2006,42,2006-10-16,2006-10-22,0.0,0.0,76.1,407.2,1.03,0.35,-0.089,20.843,28.929,24.043,78.143
2006-W43,2006,43,2006-10-23,2006-10-29,6.1,6.1,55.6,352.2,0.915,0.403,-0.088,21.886,28.486,24.157,79.143
2006-W44,2006,44,2006-10-30,2006-11-05,11.0,11.0,33.9,358.4,0.962,0.469,-0.105,21.514,28.529,24.157,80.0
2006-W45,2006,45,2006-11-06,2006-11-12,2.9,2.9,20.0,347.1,0.975,0.516,-0.171,21.314,28.314,23.829,79.571
2006-W46,2006,46,2006-11-13,2006-11-19,2.4,2.4,22.4,331.8,0.965,0.583,-0.166,21.671,28.929,24.271,77.429
2006-W47,2006,47,2006-11-20,2006-11-26,23.3,23.3,39.6,304.8,0.884,0.611,-0.14,21.971,28.971,24.586,78.429
2006-W48,2006,48,2006-11-27,2006-12-03,24.2,24.2,52.8,296.6,0.89,0.646,-0.11,22.329,28.443,24.629,83.286
2006-W49,2006,49,2006-12-04,2006-12-10,7.7,7.7,57.6,276.5,0.843,0.639,-0.101,22.714,29.457,24.929,81.286
2006-W50,2006,50,2006-12-11,2006-12-17,1.9,1.9,57.1,184.2,0.384,0.604,-0.107,22.229,29.543,25.0,77.429
